"","gndr","eisced","cntry","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"345","Mujer","Bachiller","Austria",20,90,300,5,1.5,4,8,9,5
"346","Mujer","Bachiller","Austria",60,30,90,1.5,0.5,3,8,7,4
"347","Hombre","Formacion Profesional","Austria",25,390,540,9,6.5,2,8,8,5
"348","Mujer","Master/Doctorado","Austria",34,45,130,2.17,0.75,0,9,5,4
"349","Mujer","Secundaria Superior","Austria",58,60,60,1,1,0,5,5,4
"350","Mujer","Secundaria Superior","Austria",34,30,120,2,0.5,3,5,5,3
"351","Mujer","Master/Doctorado","Austria",57,30,360,6,0.5,3,5,9,4
"352","Hombre","Formacion Profesional","Austria",19,180,60,1,3,0,0,5,2
"353","Mujer","Secundaria Inferior","Austria",82,120,NA,NA,2,4,9,8,4
"354","Mujer","Grado Universitario","Austria",28,60,90,1.5,1,1,7,9,4
"355","Hombre","Secundaria Superior","Austria",55,150,360,6,2.5,4,10,10,4
"356","Hombre","Secundaria Superior","Austria",47,180,600,10,3,0,4,4,2
"357","Hombre","Grado Universitario","Austria",NA,74,675,11.25,1.23,1,9,8,5
"358","Mujer","Secundaria Superior","Austria",71,30,NA,NA,0.5,4,5,7,3
"359","Hombre","Secundaria Superior","Austria",22,45,270,4.5,0.75,6,7,7,4
"360","Mujer","Secundaria Superior","Austria",43,30,35,0.58,0.5,3,6,9,5
"361","Mujer","Master/Doctorado","Austria",31,105,570,9.5,1.75,3,10,9,4
"362","Mujer","Secundaria Superior","Austria",60,150,510,8.5,2.5,2,7,9,4
"363","Mujer","Secundaria Superior","Austria",64,90,NA,NA,1.5,6,8,0,5
"364","Mujer","Secundaria Superior","Austria",21,40,420,7,0.67,1,8,8,4
"365","Hombre","Secundaria Inferior","Austria",15,90,250,4.17,1.5,4,9,7,5
"366","Hombre","Secundaria Inferior","Austria",62,30,180,3,0.5,0,5,6,5
"367","Mujer","Secundaria Superior","Austria",81,105,NA,NA,1.75,6,5,9,4
"368","Mujer","Formacion Profesional","Austria",39,50,NA,NA,0.83,5,4,9,4
"369","Hombre","Grado Universitario","Austria",46,120,300,5,2,2,5,7,5
"370","Mujer","Secundaria Superior","Austria",62,20,60,1,0.33,1,2,5,3
"371","Hombre","Formacion Profesional","Austria",38,30,570,9.5,0.5,0,5,7,5
"372","Mujer","Formacion Profesional","Austria",46,5,60,1,0.08,1,4,9,5
"373","Hombre","Secundaria Inferior","Austria",69,300,150,2.5,5,6,8,10,4
"374","Mujer","Secundaria Superior","Austria",71,30,NA,NA,0.5,3,9,5,4
"375","Mujer","Formacion Profesional","Austria",38,15,570,9.5,0.25,0,5,8,5
"376","Hombre","Secundaria Superior","Austria",72,60,110,1.83,1,5,5,6,3
"377","Hombre","Master/Doctorado","Austria",66,120,30,0.5,2,2,9,10,5
"378","Mujer","Secundaria Superior","Austria",NA,60,180,3,1,1,4,7,5
"379","Hombre","Secundaria Superior","Austria",63,90,60,1,1.5,3,8,8,4
"380","Hombre","Bachiller","Austria",57,360,360,6,6,0,8,8,2
"381","Mujer","Secundaria Superior","Austria",41,0,480,8,0,2,6,2,5
"382","Mujer","Secundaria Superior","Austria",61,140,180,3,2.33,2,7,8,4
"383","Mujer","Grado Universitario","Austria",31,60,720,12,1,2,9,8,4
"384","Hombre","Formacion Profesional","Austria",34,120,240,4,2,2,5,4,4
"385","Hombre","Primaria","Austria",69,90,NA,NA,1.5,4,3,7,4
"386","Hombre","Master/Doctorado","Austria",34,15,240,4,0.25,2,8,8,5
"387","Hombre","Formacion Profesional","Austria",26,15,120,2,0.25,0,10,7,5
"388","Hombre","Secundaria Superior","Austria",72,30,NA,NA,0.5,5,8,8,4
"389","Hombre","Master/Doctorado","Austria",29,90,600,10,1.5,7,10,10,5
"390","Mujer","Formacion Profesional","Austria",23,60,360,6,1,4,6,7,3
"391","Mujer","Formacion Profesional","Austria",63,0,NA,NA,0,0,3,10,5
"392","Mujer","Formacion Profesional","Austria",42,120,840,14,2,5,9,2,5
"393","Hombre","Master/Doctorado","Austria",73,60,180,3,1,4,7,8,4
"394","Hombre","Master/Doctorado","Austria",38,120,420,7,2,6,9,7,4
"395","Mujer",NA,"Austria",37,5,60,1,0.08,2,4,5,3
"396","Hombre","Master/Doctorado","Austria",NA,60,240,4,1,1,8,8,4
"397","Mujer","Secundaria Superior","Austria",59,150,90,1.5,2.5,4,9,8,3
"398","Mujer","Formacion Profesional","Austria",46,60,360,6,1,2,5,9,5
"399","Mujer","Secundaria Superior","Austria",52,60,720,12,1,0,5,5,4
"400","Hombre","Formacion Profesional","Austria",21,5,600,10,0.08,8,9,8,5
"401","Mujer","Bachiller","Austria",23,360,600,10,6,1,6,8,4
"402","Hombre","Secundaria Superior","Austria",49,15,180,3,0.25,0,8,9,4
"403","Hombre","Secundaria Superior","Austria",51,60,600,10,1,1,7,5,4
"404","Mujer","Grado Universitario","Austria",26,60,240,4,1,3,8,10,4
"405","Hombre","Secundaria Superior","Austria",35,30,180,3,0.5,2,4,5,3
"406","Mujer","Secundaria Inferior","Austria",62,90,NA,NA,1.5,5,9,8,3
"407","Hombre","Secundaria Superior","Austria",43,30,120,2,0.5,0,0,5,4
"408","Mujer","Master/Doctorado","Austria",40,60,180,3,1,2,7,7,4
"409","Hombre","Grado Universitario","Austria",29,60,210,3.5,1,4,8,7,5
"410","Hombre",NA,"Austria",61,60,210,3.5,1,3,10,5,1
"411","Hombre","Master/Doctorado","Austria",73,120,NA,NA,2,0,5,9,5
"412","Hombre","Secundaria Superior","Austria",58,60,120,2,1,7,9,9,5
"413","Mujer","Secundaria Superior","Austria",45,5,59,0.98,0.08,0,0,6,5
"414","Mujer","Secundaria Superior","Austria",62,180,150,2.5,3,4,7,9,5
"415","Mujer","Grado Universitario","Austria",32,60,600,10,1,5,7,5,4
"416","Hombre","Grado Universitario","Austria",76,60,NA,NA,1,3,8,9,3
"417","Hombre","Formacion Profesional","Austria",69,20,180,3,0.33,5,5,1,5
"418","Mujer","Formacion Profesional","Austria",47,10,360,6,0.17,0,8,4,4
"419","Hombre","Secundaria Superior","Austria",26,75,420,7,1.25,3,9,3,4
"420","Mujer","Secundaria Superior","Austria",63,60,20,0.33,1,4,9,8,4
"421",NA,NA,"Austria",NA,10,60,1,0.17,5,5,8,5
"422","Hombre","Master/Doctorado","Austria",41,60,420,7,1,4,7,2,5
"423","Hombre","Master/Doctorado","Austria",49,15,300,5,0.25,1,8,8,5
"424","Mujer","Bachiller","Austria",55,210,180,3,3.5,5,7,3,4
"425","Hombre","Secundaria Superior","Austria",57,90,600,10,1.5,8,9,8,4
"426","Hombre","Secundaria Superior","Austria",31,20,150,2.5,0.33,3,7,7,5
"427","Hombre","Formacion Profesional","Austria",68,60,NA,NA,1,0,9,8,4
"428","Mujer","Master/Doctorado","Austria",55,15,60,1,0.25,4,8,8,3
"429","Hombre","Formacion Profesional","Austria",32,30,270,4.5,0.5,1,3,9,5
"430","Mujer","Secundaria Superior","Austria",NA,60,360,6,1,3,6,NA,5
"431","Mujer","Secundaria Inferior","Austria",17,20,300,5,0.33,2,5,7,4
"432","Mujer","Master/Doctorado","Austria",38,60,300,5,1,5,9,8,5
"433","Hombre","Master/Doctorado","Austria",61,60,180,3,1,6,7,9,4
"434","Mujer","Grado Universitario","Austria",65,150,180,3,2.5,0,2,8,4
"435","Hombre","Secundaria Superior","Austria",34,30,60,1,0.5,1,5,9,4
"436","Mujer","Secundaria Superior","Austria",43,60,90,1.5,1,7,9,7,4
"437","Mujer","Grado Universitario","Austria",70,120,NA,NA,2,3,7,7,2
"438","Hombre","Master/Doctorado","Austria",66,90,180,3,1.5,2,8,10,5
"439","Hombre","Formacion Profesional","Austria",44,90,600,10,1.5,0,9,7,3
"440","Hombre","Formacion Profesional","Austria",30,0,510,8.5,0,0,1,10,5
"441",NA,"Primaria","Austria",NA,2,120,2,0.03,6,7,8,4
"442","Mujer","Formacion Profesional","Austria",47,20,15,0.25,0.33,5,6,9,5
"443","Mujer","Master/Doctorado","Austria",32,30,240,4,0.5,3,9,8,4
"444","Hombre",NA,"Austria",26,0,480,8,0,0,5,5,4
"445","Mujer","Secundaria Superior","Austria",62,120,30,0.5,2,1,5,1,3
"446","Hombre","Master/Doctorado","Austria",48,0,360,6,0,1,8,8,5
"447","Hombre","Secundaria Inferior","Austria",65,120,30,0.5,2,5,7,9,5
"448","Hombre","Secundaria Superior","Austria",61,90,120,2,1.5,1,4,5,4
"449","Hombre","Secundaria Inferior","Austria",36,75,180,3,1.25,9,9,8,4
"450","Mujer","Secundaria Inferior","Austria",69,120,NA,NA,2,0,0,2,5
"451","Mujer","Secundaria Superior","Austria",43,15,60,1,0.25,3,8,9,4
"452","Mujer","Secundaria Inferior","Austria",15,15,60,1,0.25,6,10,10,5
"453","Hombre","Secundaria Superior","Austria",65,110,90,1.5,1.83,3,2,8,4
"454","Hombre","Master/Doctorado","Austria",45,307,642,10.7,5.12,3,1,10,4
"455","Hombre","Formacion Profesional","Austria",63,60,120,2,1,5,9,9,5
"456","Hombre","Secundaria Superior","Austria",34,30,40,0.67,0.5,6,7,10,5
"457","Hombre","Secundaria Superior","Austria",52,120,180,3,2,3,5,10,5
"458",NA,"Secundaria Superior","Austria",NA,10,50,0.83,0.17,1,4,8,5
"459","Hombre","Master/Doctorado","Austria",58,120,480,8,2,1,6,6,5
"460","Mujer","Secundaria Superior","Austria",73,60,120,2,1,5,7,8,4
"461","Hombre","Secundaria Superior","Austria",61,120,120,2,2,4,8,7,4
"462","Mujer","Master/Doctorado","Austria",30,90,720,12,1.5,4,10,8,5
"463","Mujer","Master/Doctorado","Austria",53,60,480,8,1,3,7,10,4
"464","Mujer","Secundaria Inferior","Austria",46,NA,270,4.5,NA,10,10,0,3
"465","Mujer","Formacion Profesional","Austria",61,30,45,0.75,0.5,2,6,5,4
"466","Mujer","Secundaria Superior","Austria",89,120,90,1.5,2,5,6,8,3
"467","Mujer","Secundaria Superior","Austria",39,30,60,1,0.5,0,6,8,4
"468","Hombre","Bachiller","Austria",65,60,240,4,1,0,8,4,4
"469","Hombre","Master/Doctorado","Austria",28,145,930,15.5,2.42,4,8,8,5
"470","Hombre","Formacion Profesional","Austria",19,20,600,10,0.33,5,10,10,5
"471","Mujer","Secundaria Superior","Austria",73,30,NA,NA,0.5,2,7,8,4
"472","Mujer","Grado Universitario","Austria",64,120,480,8,2,4,8,10,5
"473","Mujer","Formacion Profesional","Austria",25,15,120,2,0.25,0,1,10,5
"474","Hombre","Formacion Profesional","Austria",72,90,90,1.5,1.5,5,5,10,5
"475","Mujer","Bachiller","Austria",25,45,840,14,0.75,3,9,8,4
"476","Hombre","Secundaria Inferior","Austria",18,180,420,7,3,0,10,7,4
"477","Mujer","Secundaria Superior","Austria",65,10,30,0.5,0.17,1,5,9,4
"478","Mujer","Secundaria Superior","Austria",49,NA,90,1.5,NA,7,8,8,4
"479","Hombre","Secundaria Superior","Austria",51,120,720,12,2,0,5,9,4
"480","Hombre","Secundaria Superior","Austria",56,5,NA,NA,0.08,1,5,4,4
"481","Mujer","Secundaria Superior","Austria",62,60,NA,NA,1,3,8,8,4
"482","Hombre","Formacion Profesional","Austria",41,90,240,4,1.5,4,9,5,4
"483","Mujer","Secundaria Inferior","Austria",90,60,NA,NA,1,5,8,5,1
"484","Mujer","Secundaria Superior","Austria",47,120,60,1,2,2,2,7,4
"485","Hombre","Master/Doctorado","Austria",65,120,300,5,2,0,10,9,5
"486","Mujer","Secundaria Superior","Austria",54,75,170,2.83,1.25,2,4,8,5
"487","Mujer","Secundaria Superior","Austria",62,30,60,1,0.5,1,1,8,4
"488","Hombre","Formacion Profesional","Austria",66,60,120,2,1,0,8,9,5
"489","Hombre","Bachiller","Austria",46,180,360,6,3,5,8,4,4
"490","Hombre","Secundaria Inferior","Austria",75,30,45,0.75,0.5,2,6,6,4
"491","Mujer","Master/Doctorado","Austria",NA,30,45,0.75,0.5,0,8,8,5
"492","Hombre","Master/Doctorado","Austria",58,60,600,10,1,7,10,10,5
"493","Mujer","Grado Universitario","Austria",25,50,375,6.25,0.83,5,10,8,4
"494","Hombre","Secundaria Superior","Austria",50,60,120,2,1,4,6,8,2
"495","Mujer","Bachiller","Austria",20,30,180,3,0.5,4,8,8,5
"496","Hombre","Secundaria Superior","Austria",28,60,300,5,1,4,5,10,5
"497","Mujer","Secundaria Superior","Austria",40,75,90,1.5,1.25,5,10,8,4
"498","Hombre","Formacion Profesional","Austria",47,60,480,8,1,5,10,9,2
"499","Mujer","Bachiller","Austria",37,60,360,6,1,1,9,5,4
"500","Mujer","Secundaria Superior","Austria",90,90,NA,NA,1.5,2,7,8,4
"501","Mujer","Master/Doctorado","Austria",41,120,120,2,2,6,9,9,4
"502","Hombre","Formacion Profesional","Austria",54,60,120,2,1,6,7,8,4
"503","Mujer","Secundaria Superior","Austria",60,120,60,1,2,0,3,7,5
"504","Hombre","Bachiller","Austria",32,30,420,7,0.5,4,5,6,4
"505","Mujer","Master/Doctorado","Austria",39,60,240,4,1,3,9,8,5
"506","Hombre","Formacion Profesional","Austria",38,20,360,6,0.33,2,8,9,5
"507","Mujer","Secundaria Superior","Austria",69,60,120,2,1,8,9,8,4
"508","Hombre","Secundaria Superior","Austria",65,60,300,5,1,3,7,8,3
"509","Hombre","Secundaria Superior","Austria",80,120,45,0.75,2,4,7,9,4
"510","Hombre","Secundaria Superior","Austria",30,40,140,2.33,0.67,2,6,8,5
"511","Mujer","Formacion Profesional","Austria",23,120,360,6,2,0,1,1,5
"512","Hombre","Secundaria Superior","Austria",68,30,NA,NA,0.5,2,3,7,4
"513","Hombre","Formacion Profesional","Austria",63,60,180,3,1,1,4,9,3
"514","Mujer","Formacion Profesional","Austria",42,30,60,1,0.5,3,9,9,5
"515","Hombre","Master/Doctorado","Austria",47,30,120,2,0.5,5,10,9,4
"516","Hombre","Secundaria Superior","Austria",60,30,NA,NA,0.5,3,7,9,4
"517","Mujer","Master/Doctorado","Austria",33,60,120,2,1,0,5,10,5
"518","Hombre","Secundaria Inferior","Austria",58,50,NA,NA,0.83,1,9,8,3
"519","Mujer","Secundaria Superior","Austria",45,0,120,2,0,1,5,8,4
"520","Mujer","Secundaria Superior","Austria",46,40,480,8,0.67,4,9,9,5
"521","Mujer","Formacion Profesional","Austria",26,10,NA,NA,0.17,3,6,8,5
"522","Hombre","Formacion Profesional","Austria",61,40,60,1,0.67,1,5,6,3
"523","Hombre","Grado Universitario","Austria",44,20,300,5,0.33,8,9,8,5
"524","Mujer","Master/Doctorado","Austria",47,30,120,2,0.5,2,9,9,4
"525","Mujer","Secundaria Superior","Austria",31,30,180,3,0.5,2,10,7,4
"526","Mujer","Formacion Profesional","Austria",49,60,90,1.5,1,5,4,8,4
"527","Mujer","Formacion Profesional","Austria",35,20,113,1.88,0.33,1,3,1,5
"528","Mujer","Master/Doctorado","Austria",41,90,225,3.75,1.5,6,8,6,4
"529","Mujer","Grado Universitario","Austria",57,30,40,0.67,0.5,3,8,8,4
"530","Hombre","Secundaria Superior","Austria",60,30,60,1,0.5,0,10,8,4
"531","Hombre","Secundaria Superior","Austria",20,30,240,4,0.5,1,8,7,5
"532","Mujer","Grado Universitario","Austria",36,10,480,8,0.17,3,4,7,4
"533","Hombre","Master/Doctorado","Austria",42,61,NA,NA,1.02,1,7,4,3
"534","Mujer","Secundaria Superior","Austria",43,20,150,2.5,0.33,0,7,8,4
"535",NA,"Secundaria Superior","Austria",67,60,NA,NA,1,6,5,5,4
"536","Hombre","Master/Doctorado","Austria",31,15,840,14,0.25,1,9,8,5
"537","Mujer","Secundaria Superior","Austria",82,120,NA,NA,2,0,6,5,3
"538","Mujer","Secundaria Superior","Austria",61,50,110,1.83,0.83,5,7,5,4
"539","Hombre","Secundaria Superior","Austria",48,30,240,4,0.5,6,8,8,4
"540","Hombre","Master/Doctorado","Austria",62,60,90,1.5,1,2,8,5,1
"541","Mujer","Secundaria Superior","Austria",34,30,60,1,0.5,0,4,8,4
"542","Mujer","Master/Doctorado","Austria",49,60,60,1,1,2,8,1,2
"543","Mujer","Secundaria Superior","Austria",82,120,NA,NA,2,5,10,8,4
"544","Hombre","Primaria","Austria",33,0,360,6,0,7,10,2,3
"545","Hombre","Secundaria Superior","Austria",79,150,60,1,2.5,3,4,9,4
"546",NA,"Formacion Profesional","Austria",NA,8,30,0.5,0.13,0,5,5,3
"547","Mujer","Grado Universitario","Austria",59,30,180,3,0.5,5,5,7,4
"548","Hombre","Formacion Profesional","Austria",49,30,60,1,0.5,2,7,5,4
"549","Hombre","Formacion Profesional","Austria",50,90,180,3,1.5,4,8,8,5
"550","Hombre","Secundaria Superior","Austria",53,60,30,0.5,1,6,10,9,4
"551","Mujer","Secundaria Inferior","Austria",67,60,NA,NA,1,0,4,10,3
"552",NA,NA,"Austria",NA,10,480,8,0.17,5,7,9,5
"553","Hombre","Secundaria Inferior","Austria",74,120,NA,NA,2,7,8,8,4
"554","Mujer","Secundaria Inferior","Austria",18,45,320,5.33,0.75,0,8,6,3
"555","Hombre","Secundaria Superior","Austria",40,15,60,1,0.25,2,6,9,5
"556","Mujer","Secundaria Inferior","Austria",15,30,120,2,0.5,5,6,8,5
"557","Mujer","Secundaria Inferior","Austria",17,20,150,2.5,0.33,2,9,4,4
"558","Hombre","Master/Doctorado","Austria",63,60,180,3,1,3,8,9,4
"559","Mujer","Master/Doctorado","Austria",38,180,600,10,3,5,8,8,4
"560","Hombre","Secundaria Superior","Austria",58,30,NA,NA,0.5,3,6,9,4
"561","Mujer","Grado Universitario","Austria",57,110,NA,NA,1.83,2,5,7,4
"562","Mujer","Grado Universitario","Austria",54,10,150,2.5,0.17,0,0,0,5
"563","Hombre","Secundaria Inferior","Austria",51,30,330,5.5,0.5,0,5,9,4
"564","Hombre","Secundaria Superior","Austria",66,2,NA,NA,0.03,0,5,7,4
"565","Mujer","Secundaria Superior","Austria",48,60,360,6,1,0,3,8,4
"566","Hombre","Formacion Profesional","Austria",62,120,960,16,2,6,9,8,4
"567","Hombre","Formacion Profesional","Austria",70,20,NA,NA,0.33,3,5,8,3
"568","Mujer","Secundaria Superior","Austria",65,90,NA,NA,1.5,8,10,9,3
"569","Hombre","Secundaria Superior","Austria",89,60,NA,NA,1,2,8,6,4
"570","Mujer","Master/Doctorado","Austria",37,30,60,1,0.5,4,8,9,4
"571","Mujer","Master/Doctorado","Austria",55,60,120,2,1,5,9,10,5
"572","Mujer","Secundaria Superior","Austria",61,90,90,1.5,1.5,3,6,9,4
"573","Mujer","Secundaria Superior","Austria",70,90,165,2.75,1.5,7,10,9,3
"574","Mujer","Secundaria Inferior","Austria",59,120,120,2,2,3,8,9,3
"575","Hombre","Formacion Profesional","Austria",60,30,NA,NA,0.5,3,7,7,4
"576","Mujer","Bachiller","Austria",24,120,240,4,2,0,10,7,5
"577","Mujer","Grado Universitario","Austria",37,10,60,1,0.17,0,5,5,3
"578","Hombre","Grado Universitario","Austria",29,60,240,4,1,3,8,9,5
"579","Mujer",NA,"Austria",17,120,600,10,2,0,0,3,5
"580","Mujer",NA,"Austria",18,20,60,1,0.33,3,7,9,4
"581","Hombre","Formacion Profesional","Austria",44,60,180,3,1,4,8,8,4
"582","Mujer","Formacion Profesional","Austria",67,120,60,1,2,3,5,8,4
"583","Hombre","Master/Doctorado","Austria",50,60,540,9,1,4,8,8,4
"584","Mujer","Formacion Profesional","Austria",37,90,180,3,1.5,1,3,6,4
"585","Hombre","Grado Universitario","Austria",28,120,360,6,2,7,9,8,4
"586","Mujer","Secundaria Superior","Austria",46,60,60,1,1,3,3,5,1
"587","Hombre","Formacion Profesional","Austria",28,15,390,6.5,0.25,0,6,7,5
"588","Hombre","Secundaria Inferior","Austria",44,60,150,2.5,1,5,7,8,5
"589","Hombre","Formacion Profesional","Austria",68,180,240,4,3,4,9,10,4
"590","Mujer","Formacion Profesional","Austria",45,45,120,2,0.75,3,8,9,5
"591","Hombre","Secundaria Superior","Austria",59,120,NA,NA,2,4,7,1,5
"592","Mujer","Formacion Profesional","Austria",61,60,30,0.5,1,1,7,9,4
"593","Hombre","Secundaria Superior","Austria",57,60,120,2,1,2,6,5,3
"594","Hombre","Master/Doctorado","Austria",61,85,300,5,1.42,0,2,6,4
"595","Hombre","Grado Universitario","Austria",30,30,240,4,0.5,1,8,10,4
"596","Hombre","Secundaria Superior","Austria",56,30,30,0.5,0.5,1,8,9,4
"597","Hombre","Master/Doctorado","Austria",69,120,180,3,2,4,7,8,4
"598","Hombre","Secundaria Superior","Austria",59,40,NA,NA,0.67,1,4,5,2
"599","Mujer","Formacion Profesional","Austria",27,60,660,11,1,5,4,7,3
"600","Mujer","Master/Doctorado","Austria",31,10,120,2,0.17,2,5,9,5
"601","Hombre","Secundaria Superior","Austria",56,30,60,1,0.5,0,3,7,4
"602","Hombre","Master/Doctorado","Austria",80,60,60,1,1,5,9,8,5
"603","Hombre","Formacion Profesional","Austria",71,90,150,2.5,1.5,3,4,8,4
"604","Mujer","Primaria","Austria",85,30,NA,NA,0.5,3,7,6,4
"605","Mujer","Grado Universitario","Austria",62,120,120,2,2,6,10,8,5
"606","Hombre","Master/Doctorado","Austria",NA,120,NA,NA,2,1,6,9,4
"607","Mujer","Secundaria Inferior","Austria",51,60,60,1,1,0,5,10,3
"608","Mujer","Secundaria Inferior","Austria",16,30,150,2.5,0.5,0,6,5,5
"609","Hombre","Formacion Profesional","Austria",81,90,240,4,1.5,2,9,8,4
"610","Mujer","Formacion Profesional","Austria",25,179,299,4.98,2.98,0,8,6,5
"611","Hombre","Secundaria Superior","Austria",27,20,300,5,0.33,0,4,5,4
"612","Hombre","Formacion Profesional","Austria",26,120,240,4,2,3,8,8,5
"613","Hombre","Secundaria Superior","Austria",56,90,90,1.5,1.5,2,5,8,4
"614","Mujer","Bachiller","Austria",52,120,480,8,2,3,7,8,5
"615",NA,NA,"Austria",NA,30,45,0.75,0.5,4,7,8,4
"616","Mujer","Master/Doctorado","Austria",47,60,540,9,1,7,9,7,4
"617","Hombre","Secundaria Superior","Austria",54,10,480,8,0.17,0,7,3,5
"618","Hombre","Secundaria Superior","Austria",60,60,35,0.58,1,4,6,8,4
"619","Mujer","Grado Universitario","Austria",68,180,120,2,3,3,9,8,4
"620","Mujer","Formacion Profesional","Austria",59,20,60,1,0.33,0,4,2,4
"621","Hombre",NA,"Austria",62,180,300,5,3,1,9,2,1
"622","Mujer","Formacion Profesional","Austria",71,90,140,2.33,1.5,2,8,10,4
"623","Mujer","Grado Universitario","Austria",64,40,60,1,0.67,4,8,8,5
"624","Mujer","Secundaria Superior","Austria",59,15,180,3,0.25,1,5,8,3
"625","Mujer","Secundaria Superior","Austria",NA,20,300,5,0.33,3,8,7,4
"626","Hombre","Master/Doctorado","Austria",35,60,180,3,1,3,9,8,5
"627","Mujer","Bachiller","Austria",61,60,NA,NA,1,4,5,10,3
"628","Mujer","Secundaria Inferior","Austria",64,80,30,0.5,1.33,5,4,5,5
"629","Hombre","Formacion Profesional","Austria",31,60,600,10,1,3,8,9,4
"630","Mujer","Bachiller","Austria",82,30,NA,NA,0.5,0,10,10,5
"631","Hombre","Grado Universitario","Austria",27,60,360,6,1,3,8,10,5
"632","Mujer","Formacion Profesional","Austria",37,60,60,1,1,2,9,6,3
"633","Hombre","Bachiller","Austria",24,90,180,3,1.5,3,9,6,5
"634","Hombre","Master/Doctorado","Austria",48,60,480,8,1,5,9,10,5
"635","Hombre","Grado Universitario","Austria",53,30,60,1,0.5,2,9,2,3
"636","Mujer","Grado Universitario","Austria",32,10,300,5,0.17,2,10,10,5
"637","Mujer","Secundaria Superior","Austria",70,90,60,1,1.5,2,5,7,4
"638","Mujer","Master/Doctorado","Austria",33,60,420,7,1,4,9,8,5
"639","Hombre","Secundaria Superior","Austria",66,90,30,0.5,1.5,6,7,9,4
"640","Hombre","Formacion Profesional","Austria",57,210,390,6.5,3.5,10,10,0,5
"641","Hombre","Grado Universitario","Austria",23,60,180,3,1,6,10,7,4
"642","Mujer","Master/Doctorado","Austria",69,270,300,5,4.5,5,7,7,5
"643","Mujer","Formacion Profesional","Austria",50,60,240,4,1,2,6,9,4
